0.5306	0.3300
0.5348	0.3138
0.5378	0.2996
0.5110	0.3269
0.5262	0.3140
0.4780	0.3103
0.4858	0.2998
0.4379	0.3212
0.4804	0.3255
0.4636	0.3130
