neighbour peter s mare la fontain.txt, 0.8444, 0.9680, 0.1564, 0.7308, 0.4673, 1.000, 0.000, 0.3538, 0.08081, 0.5062
nicaise la fontain.txt, 0.8087, 0.9741, 1.000, 0.01932, 0.5608, 0.9210, 0.4640, 0.000, 0.02715, 0.2167
nineteenth evening h c andersen.txt, 0.1063, 0.4216, 0.5530, 0.1942, 0.1904, 1.000, 0.6933, 0.000, 0.5338, 0.1586
ninth evening h c andersen.txt, 0.9008, 0.9590, 0.6457, 0.4420, 0.2438, 0.8014, 0.5051, 0.000, 1.000, 0.7276
odds and ends brothers grimm.txt, 0.3137, 0.2240, 0.000, 0.8946, 1.000, 0.9095, 0.5526, 0.5288, 0.3617, 0.5103
old rinkrank brothers grimm.txt, 0.6599, 0.4654, 0.9688, 0.7058, 0.6014, 0.000, 0.4508, 0.5167, 0.2727, 1.000
old sultan brothers grimm.txt, 0.2965, 0.5541, 0.3563, 0.4458, 0.7366, 0.000, 0.4528, 0.2769, 0.1754, 1.000
ole the tower keeper h c andersen.txt, 0.000, 0.6957, 0.6179, 1.000, 0.8881, 0.3142, 0.7852, 0.9594, 0.4856, 0.7806
one eye two eyes and three eyes brothers grimm.txt, 0.2048, 0.000, 0.8968, 0.3085, 0.4858, 0.1440, 0.7843, 0.4449, 0.6653, 1.000
our lady s child brothers grimm.txt, 1.000, 0.8707, 0.1580, 0.2542, 0.3436, 0.5794, 0.4934, 0.000, 0.2413, 0.1978
prince ahmed and the fairy arabian writer.txt, 0.3594, 1.000, 0.3574, 0.6030, 0.7134, 0.9662, 0.4911, 0.7947, 0.5690, 0.000
prince beder and the princess giauhara arabian writer.txt, 0.6271, 0.000, 0.5952, 0.5990, 0.8540, 1.000, 0.1542, 0.4578, 0.4464, 0.3523
prince camaralzaman and the princess of china arabian writer.txt, 0.9261, 0.5657, 0.3575, 0.000, 0.6628, 0.6293, 0.9046, 1.000, 0.9612, 0.6604
punchkin indian writer.txt, 0.8059, 0.4835, 0.4745, 0.000, 1.000, 0.7700, 0.9554, 0.8990, 0.9511, 0.06073
raja rasalu indian writer.txt, 1.000, 0.6897, 0.4451, 0.000, 0.4404, 0.6676, 0.2888, 0.1214, 0.2228, 0.3177
rapunzel brothers grimm.txt, 1.000, 0.000, 0.1531, 0.6448, 0.5453, 0.2106, 0.5172, 0.1415, 0.09545, 0.2017
richard minutolo la fontain.txt, 1.000, 0.6247, 0.8723, 0.2502, 0.4298, 0.02929, 0.3857, 0.000, 0.5485, 0.6919
rumpelstiltskin brothers grimm.txt, 0.7184, 0.02373, 0.3586, 0.9630, 0.6719, 0.4273, 0.1898, 0.000, 1.000, 0.06275
samurai japanese writer.txt, 0.1278, 0.02886, 0.4084, 0.3827, 0.6129, 0.4791, 0.000, 0.2752, 0.8797, 1.000
seventh evening h c andersen.txt, 0.6950, 0.000, 0.8353, 0.6772, 0.5299, 1.000, 0.2565, 0.5977, 0.6178, 0.5178
sharing joy and sorrow brothers grimm.txt, 0.7475, 0.3680, 0.9779, 0.2096, 0.000, 0.8674, 1.000, 0.1449, 0.4636, 0.8243
she was good for nothing h c andersen.txt, 0.3669, 0.5104, 0.2701, 0.4943, 0.4095, 0.9381, 0.2849, 0.000, 1.000, 0.6305
simeli mountain brothers grimm.txt, 0.6739, 0.5549, 0.6818, 1.000, 0.5351, 0.8658, 0.6369, 0.9443, 0.4843, 0.000
sister jane la fontain.txt, 0.000, 0.8414, 0.1953, 0.2427, 0.4734, 0.4878, 0.6011, 0.4200, 0.6788, 1.000
snow white and rose red brothers grimm.txt, 0.5160, 1.000, 0.05237, 0.3821, 0.3949, 0.000, 0.3164, 0.3337, 0.2165, 0.6008
something h c andersen.txt, 0.5564, 0.6589, 0.4368, 1.000, 0.7811, 0.2614, 0.4731, 0.7509, 0.4163, 0.000
soup on a sausage peg h c andersen.txt, 0.8039, 1.000, 0.4258, 0.09911, 0.5750, 0.3149, 0.6561, 0.4644, 0.000, 0.1903
st. julian s prayer la fontain.txt, 0.6246, 0.1723, 0.000, 0.2804, 0.9317, 0.8107, 1.000, 0.9533, 0.6415, 0.4776
stories about snakes brothers grimm.txt, 0.4768, 0.4712, 1.000, 0.8050, 0.8107, 0.5308, 0.8111, 0.4235, 0.3134, 0.000
strong hans brothers grimm.txt, 0.8789, 0.5939, 0.6968, 1.000, 0.4243, 0.000, 0.4940, 0.4612, 0.1237, 0.6729
sweet porridge brothers grimm.txt, 0.09631, 0.4811, 0.4590, 0.5841, 0.6617, 1.000, 0.2980, 0.000, 0.1255, 0.2966
sweetheart roland brothers grimm.txt, 0.8556, 0.4290, 0.6077, 0.000, 0.8101, 0.6653, 0.2586, 1.000, 0.7042, 0.9659
tenth evening h c andersen.txt, 0.7019, 0.5558, 0.7752, 0.5742, 0.9374, 0.2820, 0.2464, 1.000, 0.4730, 0.000
the adventures of kintaro the golden boy japanese writer.txt, 0.3189, 0.9959, 0.06191, 0.4080, 0.5978, 0.5536, 0.5571, 0.000, 0.7612, 1.000
the amorous courtesan la fontain.txt, 0.6797, 0.7986, 0.7743, 0.4050, 0.5188, 0.7606, 0.000, 0.3608, 0.9708, 1.000
the avaricious wife and tricking gallant la fontain.txt, 0.4318, 0.4485, 0.3328, 0.4417, 1.000, 0.4183, 0.5501, 0.6925, 0.1133, 0.000
the bamboo cutter and the moon child japanese writer.txt, 1.000, 0.4591, 0.5555, 0.3805, 0.4551, 0.2974, 0.08151, 0.000, 0.3717, 0.2482
the barber shop again arthur scott bailey.txt, 0.2620, 0.7992, 0.9334, 0.5570, 0.4366, 0.2490, 0.4726, 0.000, 0.2279, 1.000
the beetle h c andersen.txt, 1.000, 0.05609, 0.3571, 0.4699, 0.000, 0.1870, 0.7609, 0.2665, 0.3936, 0.5595
the bell deep h c andersen.txt, 0.1574, 1.000, 0.4577, 0.4738, 0.3048, 0.5564, 0.2320, 0.2366, 0.000, 0.3304
the blue light brothers grimm.txt, 0.1267, 0.1543, 0.2156, 0.1840, 0.5653, 0.3955, 1.000, 0.5784, 0.8664, 0.000
the bond of friendship h c andersen.txt, 0.6911, 0.5590, 0.5379, 0.4840, 0.6634, 0.8188, 0.3871, 1.000, 0.4191, 0.000
the boots of buffalo leather brothers grimm.txt, 0.5008, 0.1784, 0.4011, 0.2432, 0.000, 0.4581, 1.000, 0.4338, 0.4129, 0.3520
the bottle neck h c andersen.txt, 0.000, 0.9570, 0.8471, 0.6141, 0.1509, 0.4519, 1.000, 0.3429, 0.05930, 0.1103
the boy who had a moon on his forehead and a star on his chin indian writer.txt, 0.000, 0.9120, 0.6253, 0.2471, 0.5376, 0.9426, 0.7533, 0.4968, 1.000, 0.5295
the bremen town musicians brothers grimm.txt, 1.000, 0.9334, 0.4474, 0.9991, 0.9773, 0.7108, 0.8613, 0.9143, 0.7274, 0.000
the bright sun brings it to light brothers grimm.txt, 0.3275, 0.3226, 0.3600, 0.5710, 1.000, 0.3091, 0.000, 0.3441, 0.5342, 0.5120
the broken pot indian writer.txt, 0.2780, 0.000, 0.4438, 0.2308, 1.000, 0.8777, 0.7955, 0.5194, 0.001863, 0.5055
the bucking tub la fontain.txt, 0.2191, 0.03571, 0.3409, 0.3701, 0.4714, 0.000, 1.000, 0.7853, 0.1419, 0.4334
the butterfly h c andersen.txt, 0.4944, 0.000, 0.4878, 1.000, 0.3943, 0.8060, 0.7687, 0.4275, 0.9322, 0.7109
the case of conscience la fontain.txt, 0.6985, 0.4591, 0.8901, 0.6204, 0.4374, 0.6576, 0.000, 0.5425, 1.000, 0.3512
the charmed ring indian writer.txt, 0.2696, 0.7126, 0.4319, 1.000, 0.7006, 0.8007, 0.7198, 0.000, 0.2152, 0.1711
the child in the grave h c andersen.txt, 0.8827, 0.2402, 0.2854, 1.000, 0.5243, 0.3238, 0.7136, 0.000, 0.1033, 0.7859
the clyster la fontain.txt, 0.7124, 0.9267, 0.6857, 0.8534, 0.9979, 1.000, 0.4783, 0.5861, 0.4232, 0.000
the cobbler la fontain.txt, 0.5767, 0.1820, 0.7188, 0.8370, 0.000, 0.6653, 0.3882, 0.3018, 0.3846, 1.000
the contract la fontain.txt, 0.1916, 0.5903, 0.5238, 1.000, 0.5678, 0.5484, 0.5284, 0.3323, 0.000, 0.2279
the convent gardener of lamporechio la fontain.txt, 0.4853, 1.000, 0.1708, 0.5249, 0.000, 0.3181, 0.3831, 0.4459, 0.4421, 0.8028
the country justice la fontain.txt, 0.3926, 0.8810, 0.7752, 0.6510, 0.2344, 0.2901, 0.7620, 1.000, 0.7985, 0.000
the countryman who sought his calf la fontain.txt, 0.1510, 0.000, 0.6452, 0.3733, 1.000, 0.6478, 0.5112, 0.5521, 0.5490, 0.3694
the cradle la fontain.txt, 1.000, 0.5751, 0.000, 0.3678, 0.4593, 0.2316, 0.4354, 0.4370, 0.01124, 0.3408
the cruel crane outwitted indian writer.txt, 1.000, 0.8253, 0.8100, 0.6531, 0.9335, 0.2514, 0.4722, 0.5348, 0.000, 0.5499
the crumbs on the table brothers grimm.txt, 1.000, 0.9676, 0.8497, 0.7748, 0.7604, 0.8253, 0.03743, 0.1248, 0.000, 0.7149
the crystal ball brothers grimm.txt, 1.000, 0.06093, 0.000, 0.1984, 0.02416, 0.2448, 0.1960, 0.1102, 0.3538, 0.5602
the cudgelled and contented cuckold la fontain.txt, 0.7433, 1.000, 0.4840, 0.7473, 0.2995, 0.5202, 0.5065, 0.1872, 0.000, 0.8014
the cunning little tailor brothers grimm.txt, 0.5729, 0.6818, 1.000, 0.7301, 0.4289, 0.1320, 0.4432, 0.000, 0.9663, 0.6014
the death of the little hen brothers grimm.txt, 0.3201, 0.03732, 0.8205, 1.000, 0.6583, 0.1132, 0.2703, 0.1967, 0.5357, 0.000
the demon with the matted hair indian writer.txt, 0.9496, 1.000, 0.5183, 0.3369, 0.000, 0.2483, 0.3643, 0.4315, 0.8191, 0.8980
the devil and his grandmother brothers grimm.txt, 0.3272, 0.2631, 0.4429, 1.000, 0.3542, 0.3135, 0.7308, 0.5039, 0.9590, 0.000
the devil in hell la fontain.txt, 0.3150, 1.000, 0.9308, 0.8809, 0.1977, 0.6457, 0.000, 0.4544, 0.7006, 0.6706
the devil of pope fig island la fontain.txt, 0.7828, 0.3902, 0.6276, 1.000, 0.5810, 0.5536, 0.6619, 0.1026, 0.1644, 0.000
the devil s sooty brother brothers grimm.txt, 0.2098, 0.4570, 0.7200, 0.3786, 1.000, 0.3443, 0.000, 0.1075, 0.09707, 0.7354
the devil with the three golden hairs brothers grimm.txt, 0.4507, 0.6837, 0.2319, 0.8628, 0.1420, 0.9805, 0.000, 1.000, 0.6785, 0.4574
the ditmarsch tale of wonders brothers grimm.txt, 0.4718, 0.000, 0.4299, 0.1655, 0.6347, 0.2901, 1.000, 0.6176, 0.6378, 0.3309
the dog and the sparrow brothers grimm.txt, 0.7108, 0.9555, 0.9906, 0.5974, 0.4642, 0.000, 0.5535, 1.000, 0.1069, 0.2280
the donkey brothers grimm.txt, 0.6114, 1.000, 0.7138, 0.04000, 0.07509, 0.4033, 0.5178, 0.1783, 0.6868, 0.000
the dress maker la fontain.txt, 0.6505, 0.3613, 0.8840, 1.000, 0.8034, 0.1031, 0.000, 0.4869, 0.5352, 0.5957
the drummer brothers grimm.txt, 0.5254, 0.000, 0.2852, 0.8969, 0.5246, 0.5028, 0.3536, 1.000, 0.8272, 0.7741
the dumb book h c andersen.txt, 0.3236, 0.7852, 0.4128, 0.08572, 0.3498, 0.4830, 0.000, 1.000, 0.4500, 0.3800
the duration of life brothers grimm.txt, 0.2761, 0.5403, 0.3262, 0.3448, 0.4321, 0.4986, 0.3582, 0.000, 1.000, 0.3558
the ear maker and the mould mender la fontain.txt, 0.000, 0.6567, 0.5915, 0.4274, 0.5513, 0.4769, 0.1165, 0.4940, 1.000, 0.6915
the ear of corn brothers grimm.txt, 0.000, 1.000, 0.6025, 0.6352, 0.9775, 0.4139, 0.5853, 0.9616, 0.4262, 0.08589
the eel pie la fontain.txt, 0.7475, 0.7246, 0.3830, 0.5004, 0.3304, 0.000, 0.4358, 0.5433, 1.000, 0.4807
the elves brothers grimm.txt, 0.000, 0.3930, 0.4957, 0.6430, 0.7750, 0.7430, 0.9158, 1.000, 0.7297, 0.2276
the ephesian matron la fontain.txt, 0.3427, 0.5200, 0.2736, 0.000, 0.2291, 0.5574, 0.3746, 1.000, 0.1409, 0.6016
the falcon la fontain.txt, 0.000, 0.3354, 0.4809, 0.2628, 1.000, 0.1330, 0.07813, 0.3595, 0.2417, 0.1015
the farmer and the badger japanese writer.txt, 0.5385, 0.02824, 0.7168, 0.2341, 0.000, 1.000, 0.2589, 0.03438, 0.5065, 0.01558
the farmyard cock and the weathercock h c andersen.txt, 0.4309, 0.3364, 0.4448, 1.000, 0.5044, 0.3752, 0.3028, 0.6002, 0.1007, 0.000
the fifth voyage of sinbad the sailor arabian writer.txt, 0.6710, 0.3687, 0.000, 0.2721, 0.01458, 0.1692, 0.5090, 1.000, 0.3539, 0.6224
